MATCHER,NRACTIONS,NRROOTS,NR_INSERT,NR_DELETE,NR_UPDATE,NR_MOVE,NR_TREEINSERT,NR_TREEDELETE,TIME,NROPTIONS,TIMEOUT,GT_BUM_SMT,GT_BUM_SMT_SBUP,GT_BUM_SZT,GT_CD_LSIM,GT_CD_ML,GT_CD_SSIM1,GT_CD_SSIM2,GT_STM_MH,GT_XYM_SIM,GUMTREE_MATCH_GT_MINH,
SimpleGumtree,5,2,3,2,0,0,0,0,6,2,0,,0.1,,,,,,1,,,
SimpleGumtree,5,2,3,2,0,0,0,0,6,2,0,,0.3,,,,,,1,,,
SimpleGumtree,5,2,3,2,0,0,0,0,6,2,0,,0.5,,,,,,1,,,
SimpleGumtree,5,2,3,2,0,0,0,0,6,2,0,,0.7,,,,,,1,,,
SimpleGumtree,5,2,3,2,0,0,0,0,6,2,0,,0.899,,,,,,1,,,
SimpleGumtree,35,2,18,17,0,0,0,0,6,2,0,,0.1,,,,,,2,,,
SimpleGumtree,35,2,18,17,0,0,0,0,6,2,0,,0.3,,,,,,2,,,
SimpleGumtree,35,2,18,17,0,0,0,0,6,2,0,,0.5,,,,,,2,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.7,,,,,,2,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.899,,,,,,2,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.1,,,,,,3,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.3,,,,,,3,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.5,,,,,,3,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.7,,,,,,3,,,
SimpleGumtree,35,2,18,17,0,0,0,0,5,2,0,,0.899,,,,,,3,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.1,,,,,,4,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.1,,,,,,5,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.3,,,,,,5,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.5,,,,,,5,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.7,,,,,,5,,,
SimpleGumtree,3509,2,1755,1754,0,0,0,0,5,2,0,,0.899,,,,,,5,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,100,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,200,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,300,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,400,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,500,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,600,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,700,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,800,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,900,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1000,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,11,3,0,0.1,,1100,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1200,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1300,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1400,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1500,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1600,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.1,,1700,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85071,3,0,0.1,,1800,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,84989,3,0,0.1,,1900,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85053,3,0,0.1,,2000,,,,,1,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,100,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,200,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,300,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,400,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,500,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,600,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,700,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,800,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,900,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,1000,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,1100,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,1200,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,1300,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.1,,1400,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,4,3,0,0.1,,1500,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,4,3,0,0.1,,1600,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,4,3,0,0.1,,1700,,,,,2,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85263,3,0,0.1,,1800,,,,,2,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85060,3,0,0.1,,1900,,,,,2,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85047,3,0,0.1,,2000,,,,,2,,,
ClassicGumtree,55,6,28,27,0,0,0,0,4,3,0,0.1,,100,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,200,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,300,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,400,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,500,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,4,3,0,0.1,,600,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,4,3,0,0.1,,700,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,4,3,0,0.1,,800,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,4,3,0,0.1,,900,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1000,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1100,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1200,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1300,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1400,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1500,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1600,,,,,3,,,
ClassicGumtree,55,6,28,27,0,0,0,0,3,3,0,0.1,,1700,,,,,3,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85030,3,0,0.1,,1800,,,,,3,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85035,3,0,0.1,,1900,,,,,3,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85043,3,0,0.1,,2000,,,,,3,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,6,3,0,0.1,,100,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,200,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,300,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,400,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,500,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,600,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,700,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,800,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,900,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1000,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1100,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1200,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1300,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1400,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1500,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1600,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1700,,,,,4,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42541,3,0,0.1,,1800,,,,,4,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42549,3,0,0.1,,1900,,,,,4,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42555,3,0,0.1,,2000,,,,,4,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,100,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,200,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,300,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,400,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,500,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,600,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,700,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,800,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,900,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1000,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1100,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1200,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1300,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,4,3,0,0.1,,1400,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1500,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1600,,,,,5,,,
ClassicGumtree,3509,2,1755,1754,0,0,0,0,5,3,0,0.1,,1700,,,,,5,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42528,3,0,0.1,,1800,,,,,5,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42544,3,0,0.1,,1900,,,,,5,,,
ClassicGumtree,2,2,1,0,1,0,0,0,42519,3,0,0.1,,2000,,,,,5,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,100,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,200,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,300,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,400,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,500,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,600,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,700,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,800,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,900,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1000,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1100,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1200,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,1300,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,9,3,0,0.2,,1400,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1500,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1600,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,10,3,0,0.2,,1700,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85098,3,0,0.2,,1800,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85043,3,0,0.2,,1900,,,,,1,,,
ClassicGumtree,2,2,1,0,1,0,0,0,85072,3,0,0.2,,2000,,,,,1,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,100,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,4,3,0,0.2,,200,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,300,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,400,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,500,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,4,3,0,0.2,,600,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,700,,,,,2,,,
ClassicGumtree,39,4,20,19,0,0,0,0,3,3,0,0.2,,800,,,,,2,,,
